Wavelength,Temperature,TargetControlVoltage,ControlVoltage,ADCVoltage
1755,37.97,32309.00,32305.05,663.66577
1754,37.96,32355.00,32351.70,666.63672
1753,38.00,32401.00,32400.23,667.99622
1752,38.00,32447.00,32442.46,666.68701
1751,37.92,32491.00,32495.40,669.20459
1750,37.99,32537.00,32532.59,664.67285
1749,37.94,32581.00,32574.19,665.67993
1748,37.99,32626.00,32624.62,669.55713
1747,38.01,32670.00,32668.74,666.03247
1746,37.97,32714.00,32717.90,661.95374
1745,37.97,32758.00,32755.72,668.49976
1744,38.00,32802.00,32794.80,667.49268
1743,37.97,32845.00,32842.70,667.34167
1742,37.98,32888.00,32884.93,663.41406
1741,38.00,32932.00,32930.31,666.83801
1740,37.96,32974.00,32973.80,664.57202
1739,38.02,33017.00,33007.21,667.19055
1738,37.99,33060.00,33052.59,663.91760
1737,37.94,33101.00,33097.34,665.32739
1736,37.99,33144.00,33138.31,669.60742
1735,38.03,33186.00,33186.84,668.49976
1734,38.00,33227.00,33218.98,666.78772
1733,37.97,33269.00,33275.08,667.24084
1732,38.03,33310.00,33311.64,667.24097
1731,38.02,33351.00,33348.20,666.63660
1730,37.97,33392.00,33392.32,670.81604
1729,37.96,33432.00,33424.46,669.25513
1728,37.95,33472.00,33464.80,667.94592
1727,37.96,33513.00,33510.82,669.65784
1726,37.99,33553.00,33549.89,667.19067
1725,37.94,33593.00,33588.97,669.20471
1724,37.97,33633.00,33643.18,668.39893
1723,38.00,33672.00,33669.65,668.34863
1722,37.95,33711.00,33706.84,669.45642
1721,37.92,33750.00,33773.02,668.95288
1720,37.97,33790.00,33789.41,670.76562
1719,38.00,33829.00,33819.66,670.91675
1718,37.99,33867.00,33867.57,669.55713
1717,37.97,33906.00,33900.97,674.54224
1716,38.01,33944.00,33940.68,669.90967
1715,37.97,33982.00,33975.98,671.97424
1714,37.98,34020.00,34019.47,671.87341
1713,38.02,34057.00,34057.29,670.91675
1712,37.97,34095.00,34093.21,670.01038
1711,37.96,34132.00,34134.82,670.21179
1710,37.98,34169.00,34183.35,673.73657
1709,38.02,34207.00,34218.02,676.90881
1708,37.97,34243.00,34241.34,674.69336
1707,37.98,34280.00,34276.63,673.53516
1706,37.99,34316.00,34295.54,675.49890
1705,38.02,34353.00,34356.05,675.95215
1704,37.98,34389.00,34414.04,673.93799
1703,38.01,34425.00,34426.01,679.67834
1702,37.95,34461.00,34456.27,675.90173
1701,37.95,34496.00,34489.04,679.93018
1700,37.98,34532.00,34523.08,680.18188
1699,38.03,34568.00,34573.50,679.72876
1698,37.96,34602.00,34598.08,678.41943
1697,38.00,34637.00,34637.16,675.70032
1696,38.02,34673.00,34666.79,677.21094
1695,38.03,34707.00,34698.30,680.08118
1694,37.97,34741.00,34737.38,680.03076
1693,38.00,34776.00,34773.31,679.07397
1692,37.95,34810.00,34806.08,679.62805
1691,37.97,34844.00,34839.49,682.34717
1690,38.02,34879.00,34876.68,683.90796
1689,38.00,34911.00,34906.93,680.53430
1688,37.95,34945.00,34944.12,681.08838
1687,37.98,34978.00,34978.79,681.59180
1686,38.00,35012.00,35009.04,684.91528
1685,38.04,35045.00,35053.16,682.54846
1684,38.02,35078.00,35081.53,683.25354
1683,38.01,35111.00,35113.04,684.96558
1682,37.96,35143.00,35145.82,685.06616
1681,37.93,35175.00,35177.33,683.95837
1680,37.97,35207.00,35209.48,687.58386
1679,37.98,35240.00,35239.10,686.12366
1678,37.99,35272.00,35266.84,686.22437
1677,38.04,35304.00,35298.98,685.87195
1676,38.00,35336.00,35355.71,686.52649
1675,38.02,35368.00,35369.57,689.04419
1674,37.97,35398.00,35394.79,685.46899
1673,37.96,35429.00,35425.04,682.09521
1672,38.01,35461.00,35462.23,684.81445
1671,38.03,35492.00,35489.96,686.07324
1670,37.95,35522.00,35522.11,686.57678
1669,37.98,35554.00,35548.58,686.32507
1668,37.97,35583.00,35579.46,687.98669
1667,37.95,35614.00,35614.13,686.02295
1666,38.01,35645.00,35650.06,686.02295
1665,37.99,35675.00,35663.92,685.67053
1664,37.97,35704.00,35706.79,682.69958
1663,37.99,35735.00,35733.89,684.56274
1662,38.02,35765.00,35761.62,690.10156
1661,38.02,35794.00,35789.35,689.34631
1660,37.98,35823.00,35822.76,685.46899
1659,38.03,35853.00,35851.12,687.48328
1658,37.98,35882.00,35892.72,687.08044
1657,37.98,35911.00,35910.37,686.92920
1656,37.98,35940.00,35938.10,686.42578
1655,38.01,35968.00,35961.43,687.63428
1654,37.98,35997.00,35995.46,687.38257
1653,37.94,36025.00,36025.71,691.20935
1652,38.00,36054.00,36033.28,688.33923
1651,38.00,36082.00,36081.18,690.35327
1650,37.93,36109.00,36112.07,686.57678
1649,38.00,36138.00,36141.06,687.38245
1648,37.97,36165.00,36161.86,691.56189
1647,37.98,36193.00,36197.16,686.87891
1646,37.97,36220.00,36214.18,688.79248
1645,37.99,36248.00,36234.98,688.74207
1644,37.97,36275.00,36271.53,688.18823
1643,37.93,36301.00,36308.72,688.33923
1642,37.99,36329.00,36350.32,685.97253
1641,38.04,36357.00,36382.47,692.01514
1640,37.93,36382.00,36378.68,687.98682
1639,37.99,36409.00,36408.31,684.86487
1638,38.01,36436.00,36428.48,686.02295
1637,38.04,36463.00,36454.95,686.62720
1636,37.95,36488.00,36494.66,687.33215
1635,37.94,36514.00,36515.46,687.73499
1634,38.00,36540.00,36538.15,685.97266
1633,37.97,36566.00,36564.62,689.74927
1632,37.97,36592.00,36591.10,686.02295
1631,38.01,36617.00,36613.79,689.44702
1630,37.99,36643.00,36641.52,688.43994
1629,37.94,36668.00,36666.73,686.97961
1628,38.01,36693.00,36688.79,689.04419
1627,38.01,36718.00,36714.63,692.36755
1626,37.94,36743.00,36740.48,690.10168
1625,38.00,36768.00,36770.10,689.04419
1624,37.98,36793.00,36781.45,689.95056
1623,38.02,36818.00,36826.83,689.74902
1622,37.99,36842.00,36843.85,693.57605
1621,38.04,36866.00,36860.86,689.95068
1620,37.98,36890.00,36889.86,688.84277
1619,37.97,36914.00,36907.51,691.86401
1618,37.97,36938.00,36928.94,689.59802
1617,38.01,36962.00,36959.82,693.72705
1616,37.97,36986.00,36977.47,691.41089
1615,37.95,37009.00,37008.98,687.48315
1614,37.99,37033.00,37027.89,688.79236
1613,38.02,37057.00,37051.21,692.51855
1612,37.97,37079.00,37086.51,692.21643
1611,37.96,37103.00,37118.03,689.29590
1610,37.95,37126.00,37114.25,689.49744
1609,37.99,37149.00,37152.69,692.31714
1608,38.00,37171.00,37170.97,689.29602
1607,38.04,37195.00,37197.45,689.64844
1606,37.91,37216.00,37216.98,690.55481
1605,37.95,37239.00,37240.30,690.05127
1604,38.03,37262.00,37261.73,695.33850
1603,38.01,37284.00,37280.64,695.03625
1602,37.96,37306.00,37307.12,692.11584
1601,38.02,37329.00,37301.45,691.51160
1600,37.95,37349.00,37341.79,691.81360
1599,38.03,37372.00,37372.04,692.97168
1598,37.97,37393.00,37391.58,693.42493
1597,37.97,37414.00,37404.18,691.96484
1596,37.95,37436.00,37427.51,691.96472
1595,38.01,37458.00,37451.46,694.28101
1594,38.00,37479.00,37486.12,692.06543
1593,37.96,37499.00,37503.14,692.26685
1592,38.01,37521.00,37522.68,694.48242
1591,37.99,37542.00,37569.95,692.51855
1590,37.97,37562.00,37561.76,690.60522
1589,37.93,37583.00,37585.71,693.67676
1588,38.02,37604.00,37600.21,693.27393
1587,37.96,37624.00,37616.59,691.41077
1586,37.99,37644.00,37634.24,693.07251
1585,37.94,37664.00,37670.17,691.25977
1584,38.00,37685.00,37683.41,694.28101
1583,38.01,37705.00,37700.43,695.18738
1582,37.99,37725.00,37720.59,689.49744
1581,37.97,37744.00,37748.33,690.00098
1580,38.00,37764.00,37765.98,689.04419
1579,38.02,37784.00,37783.62,696.69800
1578,37.97,37803.00,37809.46,694.58313
1577,37.99,37823.00,37822.70,694.98596
1576,37.99,37842.00,37846.02,691.41089
1575,37.97,37860.00,37866.82,696.94983
1574,37.99,37880.00,37878.80,692.77051
1573,38.00,37899.00,37901.49,694.78455
1572,37.97,37917.00,37900.23,691.71301
1571,37.97,37936.00,37939.31,690.70593
1570,38.00,37955.00,37954.44,694.78455
1569,38.01,37974.00,37968.30,694.02930
1568,37.97,37992.00,37993.52,694.23059
1567,37.96,38010.00,38011.79,694.68384
1566,38.01,38029.00,38026.29,694.63342
1565,38.03,38047.00,38045.20,693.92859
1564,37.99,38065.00,38065.37,695.53979
1563,38.01,38083.00,38090.58,697.10083
1562,37.97,38100.00,38103.19,694.23059
1561,38.00,38119.00,38123.36,694.33142
1560,38.00,38136.00,38137.22,697.25195
1559,38.02,38154.00,38147.94,697.70508
1558,37.94,38170.00,38166.22,692.87109
1557,37.96,38188.00,38186.39,687.73499
1556,37.99,38206.00,38200.25,692.36768
1555,38.02,38223.00,38222.32,695.28809
1554,37.96,38239.00,38239.33,689.09460
1553,37.96,38256.00,38256.35,692.51855
1552,37.97,38273.00,38272.74,692.01514
1551,37.99,38290.00,38283.45,691.51160
1550,37.99,38300.00,38290.39,692.21643
