Wavelength,Temperature,TargetControlVoltage,ControlVoltage,ADCVoltage
1685,37.83,35043.00,35038.04,177.19580
1684,37.85,35076.00,35075.86,179.41125
1683,37.82,35109.00,35110.52,179.05884
1682,37.78,35141.00,35140.78,177.39722
1681,37.83,35174.00,35175.44,179.31055
1680,37.77,35205.00,35206.96,183.08716
1679,37.82,35239.00,35235.32,181.52625
1678,37.84,35271.00,35265.57,179.91492
1677,37.79,35302.00,35289.53,180.16663
1676,37.81,35334.00,35341.21,179.36096
1675,37.83,35366.00,35339.95,180.56946
1674,37.83,35397.00,35381.55,182.53320
1673,37.83,35428.00,35422.52,180.36792
1672,37.79,35459.00,35481.14,182.33191
1671,37.81,35490.00,35491.22,177.85034
1670,37.86,35521.00,35521.48,178.80701
1669,37.83,35552.00,35549.21,177.69922
1668,37.85,35582.00,35575.68,179.46167
1667,37.81,35613.00,35610.98,178.50488
1666,37.79,35643.00,35637.45,178.85742
1665,37.83,35673.00,35674.01,179.56226
1664,37.85,35703.00,35704.27,182.78503
1663,37.79,35733.00,35733.26,175.93677
1662,37.83,35763.00,35771.07,180.06592
1661,37.84,35792.00,35793.77,179.71350
1660,37.86,35822.00,35820.24,179.51196
1659,37.78,35851.00,35849.86,175.98718
1658,37.80,35880.00,35873.82,180.21692
1657,37.79,35909.00,35905.96,177.54822
1656,37.81,35938.00,35941.89,178.90771
1655,37.80,35966.00,35965.21,180.82129
1654,37.84,35995.00,35999.25,178.70630
1653,37.79,36023.00,36017.52,178.45459
1652,37.79,36052.00,36055.97,180.16663
1651,37.82,36080.00,36079.92,180.51904
1650,37.85,36108.00,36108.29,182.23120
1649,37.81,36136.00,36137.28,180.72058
1648,37.87,36164.00,36180.77,178.60559
1647,37.74,36190.00,36188.33,182.18079
1646,37.86,36219.00,36214.81,179.36108
1645,37.81,36246.00,36248.21,177.54810
1644,37.80,36273.00,36252.62,181.02258
1643,37.83,36300.00,36282.25,178.55518
1642,37.84,36327.00,36323.22,182.28149
1641,37.80,36354.00,36350.32,181.02271
1640,37.79,36381.00,36381.84,181.52612
1639,37.80,36407.00,36398.86,178.75671
1638,37.79,36434.00,36448.02,177.29651
1637,37.83,36460.00,36464.41,180.06592
1636,37.85,36487.00,36484.57,180.97241
1635,37.82,36512.00,36506.64,179.36096
1634,37.85,36539.00,36531.85,178.40430
1633,37.80,36564.00,36555.17,179.86450
1632,37.82,36590.00,36588.57,180.26733
1631,37.83,36615.00,36617.57,180.21704
1630,37.86,36642.00,36639.00,179.66309
1629,37.78,36666.00,36661.69,177.39722
1628,37.80,36691.00,36688.79,180.01562
1627,37.84,36716.00,36718.42,183.18774
1626,37.85,36742.00,36737.96,182.18066
1625,37.81,36766.00,36771.99,177.90076
1624,37.84,36791.00,36795.95,180.46875
1623,37.84,36816.00,36819.90,180.06592
1622,37.82,36840.00,36840.06,180.56946
1621,37.82,36864.00,36864.65,178.50500
1620,37.83,36889.00,36885.45,178.70642
1619,37.78,36912.00,36908.14,179.96521
1618,37.79,36936.00,36933.35,179.61267
1617,37.86,36961.00,36964.23,181.12329
1616,37.85,36985.00,36981.25,181.97937
1615,37.76,37007.00,37004.57,181.82837
1614,37.83,37031.00,37031.68,181.07300
1613,37.85,37055.00,37056.26,180.82129
1612,37.85,37078.00,37074.54,181.17371
1611,37.84,37101.00,37104.16,176.84326
1610,37.87,37125.00,37124.96,177.64893
1609,37.79,37147.00,37143.87,178.65601
1608,37.79,37169.00,37169.71,176.33972
1607,37.80,37192.00,37179.80,176.39001
1606,37.80,37215.00,37211.94,176.64185
1605,37.84,37238.00,37235.89,183.23816
1604,37.82,37260.00,37265.52,183.28857
1603,37.80,37282.00,37278.12,179.31055
1602,37.82,37305.00,37313.42,181.27441
1601,37.86,37327.00,37332.33,178.90784
1600,37.85,37348.00,37348.72,180.51904
1599,37.85,37370.00,37372.67,176.99426
1598,37.83,37392.00,37380.23,180.11621
1597,37.85,37413.00,37413.01,180.46875
1596,37.85,37435.00,37435.07,177.29639
1595,37.81,37455.00,37452.09,177.44751
1594,37.81,37477.00,37482.97,178.30347
1593,37.84,37498.00,37494.95,180.51904
1592,37.85,37519.00,37504.40,181.32483
1591,37.80,37540.00,37540.33,180.21704
1590,37.82,37560.00,37564.91,177.44751
1589,37.82,37582.00,37575.00,179.26025
1588,37.80,37602.00,37597.69,179.36108
1587,37.84,37623.00,37615.96,183.79224
1586,37.82,37642.00,37636.14,180.72046
1585,37.83,37663.00,37664.50,177.74976
1584,37.80,37683.00,37682.14,177.85034
1583,37.85,37703.00,37702.95,181.07300
1582,37.85,37723.00,37726.90,184.39648
1581,37.82,37743.00,37745.81,179.31067
1580,37.81,37762.00,37760.94,180.51904
1579,37.82,37782.00,37781.73,178.90784
1578,37.85,37802.00,37798.12,181.37524
1577,37.77,37820.00,37820.18,181.67725
1576,37.83,37840.00,37836.57,180.67017
1575,37.77,37858.00,37853.59,179.71350
1574,37.82,37879.00,37864.30,181.12329
1573,37.83,37897.00,37898.34,179.46167
1572,37.87,37916.00,37914.73,180.16650
1571,37.79,37934.00,37926.70,177.79993
1570,37.78,37953.00,37951.29,178.15234
1569,37.86,37972.00,37971.45,182.58350
1568,37.86,37991.00,37989.73,181.92896
1567,37.79,38009.00,38008.64,178.00134
1566,37.82,38027.00,38026.29,177.54810
1565,37.84,38045.00,38044.57,178.70630
1564,37.79,38063.00,38061.59,180.06592
1563,37.83,38081.00,38079.87,181.27441
1562,37.87,38099.00,38098.77,176.54114
1561,37.76,38116.00,38120.20,178.60571
1560,37.82,38134.00,38132.18,180.92200
1559,37.84,38152.00,38151.72,178.45459
1558,37.83,38169.00,38166.85,180.11621
1557,37.82,38187.00,38185.12,176.74268
1556,37.81,38204.00,38202.14,177.29639
1555,37.86,38221.00,38216.01,179.00842
1554,37.84,38238.00,38231.77,181.67725
1553,37.79,38255.00,38248.79,177.64893
1552,37.86,38272.00,38268.32,178.50500
1551,37.78,38287.00,38284.08,177.24609
1550,37.83,38300.00,38293.54,180.51904
