Wavelength,Temperature,TargetControlVoltage,ControlVoltage,ADCVoltage
1728,38.05,33473.00,33470.48,602.88843
1727,38.03,33513.00,33500.10,600.57214
1726,38.07,33554.00,33553.05,598.70911
1725,38.10,33594.00,33586.45,602.48572
1724,38.06,33633.00,33628.68,600.57214
1723,38.02,33672.00,33674.06,604.09705
1722,38.06,33712.00,33706.84,604.60046
1721,38.06,33752.00,33749.70,602.93896
1720,38.06,33791.00,33788.78,602.13306
1719,38.04,33829.00,33829.75,603.59338
1718,38.05,33868.00,33870.09,602.98914
1717,38.11,33907.00,33904.76,607.57129
1716,38.09,33945.00,33937.53,600.32031
1715,38.04,33983.00,33979.76,601.32751
1714,38.05,34021.00,34005.60,600.62256
1713,38.08,34058.00,34055.39,602.58630
1712,38.09,34096.00,34093.21,605.60754
1711,38.08,34133.00,34121.58,604.90259
1710,38.02,34170.00,34164.44,603.03955
1709,38.01,34207.00,34204.78,605.60754
1708,38.05,34244.00,34244.49,606.41321
1707,38.09,34281.00,34281.68,606.51392
1706,38.09,34317.00,34311.93,608.52820
1705,38.02,34353.00,34349.75,602.33459
1704,38.06,34390.00,34383.15,607.16846
1703,38.06,34426.00,34419.71,611.19702
1702,38.08,34462.00,34462.57,605.45654
1701,38.02,34497.00,34494.09,608.42749
1700,38.05,34533.00,34524.97,606.36279
1699,38.07,34568.00,34562.16,610.24011
1698,38.03,34603.00,34599.35,607.92383
1697,38.11,34639.00,34640.32,610.64307
1696,38.05,34673.00,34670.57,610.84436
1695,38.01,34707.00,34721.00,610.08911
1694,38.07,34742.00,34756.29,609.83740
1693,38.08,34777.00,34778.98,614.21826
1692,38.08,34811.00,34808.61,610.64307
1691,38.09,34845.00,34846.43,609.98853
1690,38.07,34879.00,34875.42,613.16064
1689,38.01,34912.00,34893.70,613.66431
1688,38.04,34946.00,34945.38,611.70044
1687,38.08,34979.00,34978.16,610.24011
1686,38.11,35013.00,35008.41,609.68628
1685,38.02,35045.00,35039.93,613.05994
1684,38.03,35078.00,35094.76,612.15356
1683,38.06,35111.00,35109.26,615.62793
1682,38.08,35144.00,35142.04,616.83655
1681,38.00,35175.00,35172.29,610.18982
1680,38.02,35208.00,35201.91,612.60681
1679,38.09,35241.00,35239.10,616.28271
1678,38.08,35273.00,35271.25,612.50610
1677,38.01,35304.00,35300.24,610.79395
1676,38.04,35336.00,35341.21,611.95215
1675,38.03,35368.00,35363.27,616.03088
1674,38.06,35399.00,35395.41,615.93018
1673,38.08,35431.00,35432.61,615.02368
1672,38.05,35461.00,35453.41,610.94519
1671,38.04,35492.00,35492.48,612.85852
1670,38.09,35524.00,35523.37,613.66418
1669,38.06,35554.00,35552.99,614.52026
1668,38.09,35585.00,35585.77,616.23242
1667,38.03,35615.00,35611.61,615.42664
1666,38.08,35646.00,35645.64,613.21106
1665,38.10,35676.00,35675.27,615.17493
1664,38.07,35706.00,35708.67,616.68555
1663,38.07,35736.00,35732.00,614.16772
1662,38.07,35765.00,35765.40,612.45569
1661,38.02,35794.00,35787.46,618.44788
1660,38.06,35824.00,35819.61,615.52734
1659,38.09,35854.00,35835.37,616.58472
1658,38.07,35883.00,35868.14,615.12451
1657,38.05,35911.00,35910.37,612.35498
1656,38.05,35940.00,35936.21,612.70752
1655,38.11,35969.00,35960.16,614.16772
1654,38.03,35997.00,35992.31,613.91602
1653,38.07,36026.00,36023.82,615.32593
1652,38.04,36054.00,36052.82,617.34009
1651,38.12,36083.00,36083.07,618.34717
1650,38.06,36110.00,36123.41,613.11035
1649,38.03,36138.00,36140.43,615.02368
1648,38.06,36166.00,36169.43,616.23230
1647,38.07,36194.00,36195.27,619.80750
1646,38.07,36221.00,36216.07,614.87268
1645,38.03,36248.00,36253.25,612.70752
1644,38.05,36276.00,36267.12,615.42664
1643,38.10,36303.00,36297.38,615.37634
1642,38.06,36330.00,36324.48,616.48401
1641,38.03,36356.00,36362.30,620.61304
1640,38.07,36384.00,36366.71,616.03101
1639,38.05,36410.00,36407.05,617.39038
1638,38.05,36437.00,36435.41,617.54150
1637,38.08,36463.00,36457.47,619.35425
1636,38.05,36489.00,36488.99,618.95142
1635,38.06,36515.00,36519.88,620.96558
1634,38.05,36541.00,36534.37,619.20312
1633,38.04,36567.00,36564.00,614.36926
1632,38.08,36593.00,36591.73,616.53442
1631,38.09,36618.00,36614.42,617.84363
1630,38.05,36644.00,36633.32,617.54150
1629,38.02,36668.00,36665.47,618.85071
1628,38.08,36694.00,36693.20,619.60596
1627,38.03,36718.00,36716.53,619.10242
1626,38.07,36744.00,36742.37,621.97266
1625,38.08,36769.00,36773.88,621.97266
1624,38.04,36794.00,36796.57,618.54858
1623,38.04,36818.00,36820.53,617.44092
1622,38.08,36843.00,36841.32,620.46216
1621,38.11,36867.00,36870.95,621.26758
1620,38.04,36891.00,36893.01,618.69958
1619,38.05,36915.00,36915.70,618.49817
1618,38.07,36939.00,36911.92,620.91528
1617,38.11,36963.00,36964.23,621.06616
1616,38.07,36987.00,36994.49,619.05200
1615,38.01,37010.00,37008.98,621.82166
1614,38.05,37034.00,37034.20,621.67041
1613,38.10,37057.00,37049.33,622.12378
1612,38.08,37080.00,37081.47,619.20312
1611,38.05,37104.00,37102.27,620.10962
1610,38.06,37127.00,37121.18,621.01587
1609,38.10,37150.00,37147.02,620.56274
1608,38.04,37172.00,37172.23,619.70667
1607,38.02,37195.00,37200.60,619.70679
1606,38.06,37218.00,37216.98,622.47607
1605,38.09,37240.00,37239.68,622.82861
1604,38.10,37262.00,37259.21,621.82166
1603,38.04,37285.00,37281.91,624.28882
1602,38.07,37307.00,37303.34,623.58398
1601,38.06,37329.00,37326.66,623.18115
1600,38.09,37350.00,37344.94,623.58398
1599,38.05,37372.00,37367.00,621.31799
1598,38.07,37394.00,37392.84,623.88611
1597,38.08,37416.00,37417.42,623.23157
1596,38.05,37437.00,37445.79,627.66272
1595,38.02,37458.00,37457.13,625.29602
1594,38.08,37480.00,37499.36,624.18823
1593,38.05,37500.00,37499.36,623.88599
1592,38.06,37521.00,37517.64,622.72803
1591,38.09,37543.00,37539.70,624.49048
1590,38.06,37563.00,37560.50,624.23865
1589,38.03,37584.00,37576.26,623.88623
1588,38.07,37604.00,37604.62,620.91528
1587,38.12,37626.00,37626.05,627.10876
1586,38.03,37645.00,37641.81,621.97266
1585,38.05,37665.00,37660.71,626.50464
1584,38.04,37685.00,37683.41,621.46899
1583,38.08,37706.00,37704.21,625.69885
1582,38.05,37725.00,37723.75,627.00806
1581,38.11,37745.00,37755.26,626.00098
1580,38.06,37765.00,37783.62,623.93652
1579,38.03,37784.00,37781.73,626.80664
1578,38.08,37804.00,37805.06,623.68481
1577,38.11,37824.00,37823.34,628.31714
1576,38.02,37842.00,37817.03,625.69873
1575,38.04,37861.00,37858.63,623.13086
1574,38.08,37881.00,37881.95,621.97266
1573,38.11,37900.00,37902.75,623.03015
1572,38.02,37918.00,37921.66,622.62720
1571,38.07,37937.00,37940.57,623.68469
1570,38.07,37956.00,37953.81,623.08032
1569,38.11,37975.00,37972.09,623.53357
1568,38.04,37993.00,37991.62,621.82166
1567,38.04,38011.00,37991.62,624.49023
1566,38.06,38029.00,38023.77,625.79956
1565,38.11,38048.00,38042.68,627.25977
1564,38.06,38065.00,38067.26,624.44006
1563,38.04,38083.00,38088.69,625.19531
1562,38.09,38102.00,38098.14,623.18115
1561,38.13,38120.00,38117.05,625.49756
1560,38.07,38136.00,38135.96,622.97974
1559,38.07,38154.00,38155.50,624.28894
1558,38.07,38171.00,38171.26,623.63440
1557,38.11,38189.00,38194.58,622.97974
1556,38.04,38206.00,38198.36,624.54077
1555,38.01,38223.00,38226.10,624.79248
1554,38.07,38240.00,38239.96,627.76343
1553,38.07,38257.00,38269.59,627.36060
1552,38.09,38275.00,38273.37,622.62732
1551,38.04,38290.00,38298.58,619.60608
1550,38.06,38300.00,38303.00,623.53357
